,Id,Probability
192,192,0.29359925
193,193,0.23139715
194,194,0.5447873
195,195,0.2865426
196,196,0.0756233
197,197,0.21627495
198,198,0.17428592
199,199,0.1502356
200,200,0.26687536
201,201,0.15634769
202,202,0.8278027
203,203,0.07094115
204,204,0.5660487
205,205,0.08042231
206,206,0.59650576
207,207,0.080765486
208,208,0.62142193
209,209,0.12640852
210,210,0.61160845
211,211,0.21807629
212,212,0.3910885
213,213,0.28488857
214,214,0.31985044
215,215,0.37447482
216,216,0.084153354
217,217,0.503674
218,218,0.16913465
219,219,0.08385211
220,220,0.41902602
221,221,0.15286502
222,222,0.24275619
223,223,0.18183216
224,224,0.18177527
225,225,0.49172384
226,226,0.24278158
227,227,0.3636788
228,228,0.59853566
229,229,0.83511275
230,230,0.83511275
231,231,0.085335284
232,232,0.09167355
233,233,0.10189998
234,234,0.07711059
235,235,0.6519768
236,236,0.06810731
237,237,0.113387644
238,238,0.62796307
239,239,0.31535316
240,240,0.30812567
241,241,0.21658173
242,242,0.23301989
243,243,0.07117373
244,244,0.4550612
245,245,0.1283733
246,246,0.5139497
247,247,0.07469526
248,248,0.4306756
249,249,0.47527945
250,250,0.16575384
251,251,0.77863514
252,252,0.11781806
253,253,0.37741888
254,254,0.043287158
255,255,0.1872437
256,256,0.67065597
257,257,0.83511275
258,258,0.24982458
259,259,0.820462
260,260,0.3731299
261,261,0.35826638
262,262,0.05949405
263,263,0.45630664
264,264,0.39180708
265,265,0.4674278
266,266,0.7072443
267,267,0.36532688
268,268,0.6579836
269,269,0.107233584
270,270,0.058694065
271,271,0.43282637
272,272,0.26616144
273,273,0.27076787
274,274,0.08912191
275,275,0.24638066
276,276,0.06649545
277,277,0.2704642
278,278,0.25087932
279,279,0.24882713
280,280,0.83511275
281,281,0.5171891
282,282,0.376504
283,283,0.24915159
284,284,0.2442706
285,285,0.30543864
286,286,0.420303
287,287,0.51409996
288,288,0.47044012
289,289,0.3402067
290,290,0.83352935
291,291,0.09277865
292,292,0.7280826
293,293,0.30913955
294,294,0.07376444
295,295,0.7090842
296,296,0.17398453
297,297,0.18695748
298,298,0.05085942
299,299,0.08761981
300,300,0.8021402
301,301,0.18617731
302,302,0.025294721
303,303,0.13219249
304,304,0.83511275
305,305,0.5549076
306,306,0.09207371
307,307,0.83511275
308,308,0.83511275
309,309,0.29094446
310,310,0.82896024
311,311,0.3971302
312,312,0.83511275
313,313,0.18256745
314,314,0.57309943
315,315,0.4745129
316,316,0.83511275
317,317,0.14385545
318,318,0.49811876
319,319,0.30355453
320,320,0.79721296
321,321,0.37311155
322,322,0.32883453
323,323,0.39925435
324,324,0.6718887
325,325,0.06515545
326,326,0.09022656
327,327,0.107806146
328,328,0.3683455
329,329,0.28816825
330,330,0.36933511
331,331,0.3055069
332,332,0.34584332
333,333,0.1734848
334,334,0.4796152
335,335,0.23823005
336,336,0.33799607
337,337,0.44187313
338,338,0.7437866
339,339,0.35880417
340,340,0.0725863
341,341,0.18991435
342,342,0.16181463
343,343,0.29177892
344,344,0.09168556
345,345,0.23691142
346,346,0.83511275
347,347,0.74656814
348,348,0.3032747
349,349,0.23085216
350,350,0.5456612
351,351,0.5967703
352,352,0.058493227
353,353,0.59188706
354,354,0.34206402
355,355,0.14367777
356,356,0.83511275
357,357,0.09301156
358,358,0.29153505
359,359,0.83511275
360,360,0.34676078
361,361,0.31731582
362,362,0.13772035
363,363,0.32481444
364,364,0.83511275
365,365,0.79827136
366,366,0.61291915
367,367,0.23905814
368,368,0.21629435
369,369,0.5481207
370,370,0.3138329
371,371,0.55670285
372,372,0.22819614
373,373,0.3705197
374,374,0.16201875
375,375,0.05073136
376,376,0.7952492
377,377,0.081101686
378,378,0.47046617
379,379,0.34963202
380,380,0.2977295
381,381,0.2215654
382,382,0.043358296
383,383,0.793393
384,384,0.09541425
385,385,0.15762305
386,386,0.09401652
387,387,0.38796377
388,388,0.07861975
389,389,0.21648258
390,390,0.116443515
391,391,0.08414087
392,392,0.2063388
393,393,0.5983647
394,394,0.094145596
395,395,0.07664749
396,396,0.09699705
397,397,0.3992713
398,398,0.086600184
399,399,0.16877973
400,400,0.06332642
401,401,0.108128875
402,402,0.28864282
403,403,0.07929888
404,404,0.6902216
405,405,0.15566695
406,406,0.2197887
407,407,0.564191
408,408,0.46074134
409,409,0.19645935
410,410,0.44423002
411,411,0.5392297
412,412,0.71376127
413,413,0.33877534
414,414,0.21856344
415,415,0.10485977
416,416,0.5705976
417,417,0.7385068
418,418,0.29957062
419,419,0.39617828
420,420,0.20781282
421,421,0.2434187
422,422,0.43311822
423,423,0.08397636
424,424,0.21214256
425,425,0.07777181
426,426,0.18890402
427,427,0.071917206
428,428,0.5863416
429,429,0.27534258
430,430,0.83511275
431,431,0.09136164
432,432,0.40877986
433,433,0.42820108
434,434,0.33162045
435,435,0.44635805
436,436,0.45632574
437,437,0.7805009
438,438,0.17922217
439,439,0.56259555
440,440,0.44615266
441,441,0.27506277
442,442,0.56787306
443,443,0.031077892
444,444,0.26602566
445,445,0.8070259
446,446,0.18178612
447,447,0.807876
448,448,0.68383074
449,449,0.13828957
450,450,0.12880042
451,451,0.10150862
452,452,0.6647811
453,453,0.6481415
454,454,0.5118063
455,455,0.42363423
456,456,0.25401872
457,457,0.46505547
458,458,0.3527905
459,459,0.3736667
460,460,0.24632388
461,461,0.45259732
462,462,0.21540761
463,463,0.28287178
464,464,0.42479596
465,465,0.18287879
466,466,0.20219702
467,467,0.47669885
468,468,0.10201925
469,469,0.8326255
470,470,0.06682059
471,471,0.22842208
472,472,0.83511275
473,473,0.43321383
474,474,0.51762986
475,475,0.14909583
476,476,0.18845022
477,477,0.14845335
478,478,0.105716854
479,479,0.058845133
480,480,0.58973604
481,481,0.061572015
482,482,0.1275118
483,483,0.3546065
484,484,0.10333428
485,485,0.76471853
486,486,0.08592111
487,487,0.26286113
488,488,0.5584947
489,489,0.060479045
490,490,0.15024188
491,491,0.4819212
492,492,0.27220696
493,493,0.521438
494,494,0.83511275
495,495,0.49460122
496,496,0.22415906
497,497,0.44003052
498,498,0.76539713
499,499,0.20109668
500,500,0.4616808
501,501,0.25087237
502,502,0.33723006
503,503,0.5260582
504,504,0.12983972
505,505,0.4403352
506,506,0.48611757
507,507,0.087552726
508,508,0.11833826
509,509,0.29508388
510,510,0.32949483
511,511,0.66133213
512,512,0.2787093
513,513,0.27765617
514,514,0.2740057
515,515,0.81036127
516,516,0.2263735
517,517,0.06759286
518,518,0.11768952
519,519,0.3016365
520,520,0.06836438
521,521,0.14904612
522,522,0.30495316
523,523,0.51649475
524,524,0.26139015
525,525,0.7830757
526,526,0.45178774
527,527,0.15314585
528,528,0.016737103
529,529,0.5455177
530,530,0.102430046
531,531,0.045250148
532,532,0.46960032
533,533,0.07076889
534,534,0.14728674
535,535,0.09747493
536,536,0.19397369
537,537,0.38186795
538,538,0.06176147
539,539,0.02627796
540,540,0.55679345
541,541,0.28971872
542,542,0.22776711
543,543,0.8060746
544,544,0.4132883
545,545,0.084700376
546,546,0.75715876
547,547,0.056467503
548,548,0.07909855
549,549,0.7512871
550,550,0.6595714
551,551,0.18371192
552,552,0.47716215
553,553,0.18252036
554,554,0.74430406
555,555,0.45200664
556,556,0.655723
557,557,0.3470872
558,558,0.76930577
559,559,0.08088976
560,560,0.05134493
561,561,0.41489184
562,562,0.43341362
563,563,0.10484028
564,564,0.48234907
565,565,0.1737352
566,566,0.13945803
567,567,0.2311705
568,568,0.80615556
569,569,0.17082968
570,570,0.83511275
571,571,0.37835717
572,572,0.7149116
573,573,0.74434984
574,574,0.37548926
575,575,0.20235914
576,576,0.3431773
577,577,0.21237487
578,578,0.74707836
579,579,0.1698404
580,580,0.15577355
581,581,0.27480713
582,582,0.10247806
583,583,0.28333795
584,584,0.5913238
585,585,0.019376427
586,586,0.23634881
587,587,0.38857955
588,588,0.296549
589,589,0.27948526
590,590,0.7758101
591,591,0.2847798
592,592,0.21217558
593,593,0.20791084
594,594,0.8313122
595,595,0.3642579
596,596,0.37297627
597,597,0.19176579
598,598,0.36984354
599,599,0.2207559
600,600,0.22359052
601,601,0.77427626
602,602,0.1846585
603,603,0.3605714
604,604,0.7446946
605,605,0.19677985
606,606,0.14800957
607,607,0.101498276
608,608,0.4086626
609,609,0.13081151
610,610,0.34669766
611,611,0.11568391
612,612,0.15975717
613,613,0.32605368
614,614,0.16440374
615,615,0.04438573
616,616,0.7328686
617,617,0.35239232
618,618,0.29978672
619,619,0.5669469
620,620,0.18749586
621,621,0.66100997
622,622,0.25160223
623,623,0.11014229
624,624,0.35247687
625,625,0.83408654
626,626,0.6389796
627,627,0.53723073
628,628,0.25570643
629,629,0.5911029
630,630,0.11264607
631,631,0.45814946
632,632,0.08581811
633,633,0.3617043
634,634,0.6738609
635,635,0.11584127
636,636,0.16481462
637,637,0.14532202
638,638,0.44647413
639,639,0.1045343
640,640,0.18284732
641,641,0.49274555
642,642,0.6878361
643,643,0.83511275
644,644,0.37877554
645,645,0.24784267
646,646,0.15001574
647,647,0.45190948
648,648,0.06371564
649,649,0.094124675
650,650,0.65176094
651,651,0.19460195
652,652,0.7797179
653,653,0.8315044
654,654,0.31692773
655,655,0.1995528
656,656,0.19175184
657,657,0.13804781
658,658,0.74727273
659,659,0.69527173
660,660,0.23752454
661,661,0.6429219
662,662,0.6366086
663,663,0.7640306
664,664,0.722065
665,665,0.07785833
666,666,0.50306076
667,667,0.44399795
668,668,0.5802196
669,669,0.15296051
670,670,0.30576915
671,671,0.28837314
672,672,0.13599005
673,673,0.20825446
674,674,0.3736922
675,675,0.6306143
676,676,0.1423175
677,677,0.20848325
678,678,0.37547356
679,679,0.45200545
680,680,0.72702974
681,681,0.37262118
682,682,0.21233171
683,683,0.27990872
684,684,0.3283639
685,685,0.06516561
686,686,0.087234825
687,687,0.07225099
688,688,0.78804886
689,689,0.07546699
690,690,0.5396944
691,691,0.8334292
692,692,0.17458245
693,693,0.39831334
694,694,0.10827777
695,695,0.204382
696,696,0.042577803
697,697,0.50523764
698,698,0.83511275
699,699,0.07643652
700,700,0.08626416
701,701,0.82205
702,702,0.46052167
703,703,0.83511275
704,704,0.3567144
705,705,0.058158755
706,706,0.4815713
707,707,0.09240112
708,708,0.34756646
709,709,0.4323439
710,710,0.45489714
711,711,0.5180491
712,712,0.3154247
713,713,0.13919789
714,714,0.17365673
715,715,0.8335525
716,716,0.16734773
717,717,0.5978916
718,718,0.109929025
719,719,0.12159762
720,720,0.07096365
721,721,0.38968983
722,722,0.64285624
723,723,0.42488542
724,724,0.83511275
725,725,0.34022552
726,726,0.3277635
727,727,0.156091
728,728,0.3222927
729,729,0.83511275
730,730,0.3807333
731,731,0.27122617
732,732,0.077320814
733,733,0.4767189
734,734,0.3229458
735,735,0.076799214
736,736,0.5361177
737,737,0.4062942
738,738,0.23194733
739,739,0.14088488
740,740,0.54592437
741,741,0.31688502
742,742,0.2777053
743,743,0.21153864
744,744,0.19685009
745,745,0.46542802
746,746,0.14503574
747,747,0.4298398
748,748,0.26940483
749,749,0.23854446
750,750,0.55998516
751,751,0.14489833
752,752,0.029842556
753,753,0.11027709
754,754,0.67593277
755,755,0.26264268
756,756,0.15828747
757,757,0.19202656
758,758,0.16759622
759,759,0.25089407
760,760,0.12844393
761,761,0.554049
762,762,0.7706988
763,763,0.14363489
764,764,0.2446878
765,765,0.3428641
766,766,0.15236798
767,767,0.33441925
768,768,0.067827046
769,769,0.75061965
770,770,0.05960691
771,771,0.7248011
772,772,0.7314121
773,773,0.24239969
774,774,0.5511364
775,775,0.38305813
776,776,0.59949756
777,777,0.28177458
778,778,0.1673955
779,779,0.5292236
780,780,0.1697047
781,781,0.3456636
782,782,0.40721506
783,783,0.46318638
784,784,0.26895565
785,785,0.61133385
786,786,0.43235713
787,787,0.4050752
788,788,0.30478713
789,789,0.83511275
790,790,0.40085387
791,791,0.83511275
792,792,0.83511275
793,793,0.42600918
794,794,0.83511275
795,795,0.06782341
796,796,0.7432885
797,797,0.17540905
798,798,0.83511275
799,799,0.41784245
800,800,0.07405013
801,801,0.3705724
802,802,0.6035529
803,803,0.33015627
804,804,0.32713705
805,805,0.080595255
806,806,0.08996433
807,807,0.65221024
808,808,0.44394213
809,809,0.21390894
810,810,0.6276873
811,811,0.3576277
812,812,0.52556604
813,813,0.23349267
814,814,0.83280456
815,815,0.39254504
816,816,0.059121788
817,817,0.32539397
818,818,0.10995296
819,819,0.25762367
820,820,0.3942097
821,821,0.73376524
822,822,0.17909372
823,823,0.62226236
824,824,0.23680022
825,825,0.058660686
826,826,0.17519194
827,827,0.057965964
828,828,0.30986357
829,829,0.4136783
830,830,0.398403
831,831,0.7122598
832,832,0.76984453
833,833,0.2538946
834,834,0.49225187
835,835,0.34489965
836,836,0.75905293
837,837,0.4058174
838,838,0.43890074
839,839,0.7316906
840,840,0.27644393
841,841,0.5103588
842,842,0.4699074
843,843,0.4912224
844,844,0.69932365
845,845,0.83511275
846,846,0.39611742
847,847,0.074596584
848,848,0.78117883
849,849,0.34413004
850,850,0.0628815
851,851,0.17264432
852,852,0.42282984
853,853,0.49759114
854,854,0.063850164
855,855,0.24187005
856,856,0.44824272
857,857,0.37886104
858,858,0.10642758
859,859,0.40490013
860,860,0.75384295
861,861,0.06397247
862,862,0.232483
863,863,0.10117599
864,864,0.25094193
865,865,0.13882568
866,866,0.15920302
867,867,0.473092
868,868,0.5830664
869,869,0.0612745
870,870,0.23332319
871,871,0.6357245
872,872,0.13602132
873,873,0.0712111
874,874,0.049922258
875,875,0.36452413
876,876,0.24469262
877,877,0.39538717
878,878,0.0660626
879,879,0.33960658
880,880,0.4858164
881,881,0.3581658
882,882,0.83511275
883,883,0.41462365
884,884,0.044271708
885,885,0.40275094
886,886,0.7363539
887,887,0.63926375
888,888,0.039444804
889,889,0.42329985
890,890,0.117834926
891,891,0.27798945
892,892,0.3530531
893,893,0.83511275
894,894,0.17600986
895,895,0.3916688
896,896,0.22671154
897,897,0.06332025
898,898,0.40037397
899,899,0.07680547
900,900,0.38634518
901,901,0.62287784
902,902,0.27826816
903,903,0.12667939
904,904,0.10489455
905,905,0.4343122
906,906,0.8339937
907,907,0.21636426
908,908,0.71763587
909,909,0.059462756
910,910,0.83511275
911,911,0.46589333
912,912,0.08056128
913,913,0.2943664
914,914,0.56000257
915,915,0.6084729
916,916,0.54274213
917,917,0.14313015
918,918,0.18025586
919,919,0.070741475
920,920,0.52152133
921,921,0.7687797
922,922,0.7518497
923,923,0.26613396
924,924,0.39269978
925,925,0.82192945
926,926,0.28515851
927,927,0.27643812
928,928,0.25952685
929,929,0.82791847
930,930,0.08544549
931,931,0.5715758
932,932,0.41880095
933,933,0.6876941
934,934,0.062258124
935,935,0.09783012
936,936,0.14230347
937,937,0.40311056
938,938,0.5821514
939,939,0.06571531
940,940,0.38656855
941,941,0.07659426
942,942,0.7935174
943,943,0.83511275
944,944,0.3298861
945,945,0.23646334
946,946,0.3416092
947,947,0.5171652
948,948,0.35113013
949,949,0.31525022
950,950,0.072363466
951,951,0.7963814
952,952,0.53615844
953,953,0.14680308
954,954,0.31374475
955,955,0.59896076
956,956,0.49982908
957,957,0.22014901
958,958,0.28989613
959,959,0.12482551
960,960,0.20413694
961,961,0.14278412
962,962,0.14488792
963,963,0.562955
964,964,0.34835136
965,965,0.5196244
966,966,0.8137346
967,967,0.18808827
968,968,0.804412
969,969,0.1614354
970,970,0.06809977
971,971,0.83511275
972,972,0.43388224
973,973,0.51657045
974,974,0.11152932
975,975,0.83511275
976,976,0.5728867
977,977,0.110076725
978,978,0.6020575
979,979,0.83511275
980,980,0.091622144
981,981,0.12615857
982,982,0.15502
983,983,0.031821877
984,984,0.7288432
985,985,0.83511275
986,986,0.119784564
987,987,0.36836985
988,988,0.25324368
989,989,0.3152876
990,990,0.2938974
991,991,0.124938756
992,992,0.1944592
993,993,0.33876294
994,994,0.08836812
995,995,0.7696794
996,996,0.23434773
997,997,0.5485499
998,998,0.22832009
999,999,0.13411516
1000,1000,0.08716658
1001,1001,0.3298717
1002,1002,0.40777352
1003,1003,0.2951768
1004,1004,0.24971724
1005,1005,0.75760496
1006,1006,0.77272886
1007,1007,0.14360994
1008,1008,0.6834147
1009,1009,0.16126984
1010,1010,0.2592069
1011,1011,0.29860926
1012,1012,0.29847157
1013,1013,0.5715175
1014,1014,0.20539367
1015,1015,0.73344696
1016,1016,0.06860632
1017,1017,0.025384694
1018,1018,0.37587476
1019,1019,0.12808242
1020,1020,0.21969813
1021,1021,0.50250745
1022,1022,0.2745283
1023,1023,0.26951095
1024,1024,0.2650602
1025,1025,0.16190329
1026,1026,0.60241425
1027,1027,0.7153622
1028,1028,0.08628002
1029,1029,0.26102597
1030,1030,0.47609988
1031,1031,0.46834356
1032,1032,0.05593705
1033,1033,0.069411576
1034,1034,0.10095596
1035,1035,0.5008352
1036,1036,0.43100345
1037,1037,0.085458755
1038,1038,0.21241748
1039,1039,0.07754585
1040,1040,0.34569943
1041,1041,0.76889575
1042,1042,0.39594823
1043,1043,0.39399606
1044,1044,0.60174704
1045,1045,0.43006903
1046,1046,0.44489777
1047,1047,0.120393276
1048,1048,0.49896225
1049,1049,0.25406614
1050,1050,0.2115635
1051,1051,0.36550736
1052,1052,0.6302452
1053,1053,0.17099142
1054,1054,0.55020016
1055,1055,0.0961352
1056,1056,0.11353785
1057,1057,0.62909514
1058,1058,0.7730789
1059,1059,0.5103101
1060,1060,0.15603706
1061,1061,0.26075172
1062,1062,0.113906115
1063,1063,0.3633742
1064,1064,0.33505595
1065,1065,0.2773561
1066,1066,0.27680433
1067,1067,0.09296307
1068,1068,0.29225522
1069,1069,0.20989868
1070,1070,0.47873926
1071,1071,0.46457776
1072,1072,0.38515514
1073,1073,0.23134434
1074,1074,0.16126463
1075,1075,0.6160894
1076,1076,0.23607233
1077,1077,0.33203322
1078,1078,0.8308143
1079,1079,0.23107079
1080,1080,0.16011944
1081,1081,0.35766235
1082,1082,0.23783126
1083,1083,0.7209804
1084,1084,0.38949355
1085,1085,0.12805152
1086,1086,0.16807306
1087,1087,0.5648204
1088,1088,0.3340853
1089,1089,0.13038015
1090,1090,0.18059602
1091,1091,0.109277666
1092,1092,0.350129
1093,1093,0.2250579
1094,1094,0.35728648
1095,1095,0.33723742
1096,1096,0.21388978
1097,1097,0.36527324
1098,1098,0.62373596
1099,1099,0.11284521
1100,1100,0.37468857
1101,1101,0.24316165
1102,1102,0.5783663
1103,1103,0.09413102
1104,1104,0.47235927
1105,1105,0.2982353
1106,1106,0.7719756
1107,1107,0.5618259
1108,1108,0.7473693
1109,1109,0.39370024
1110,1110,0.17993283
1111,1111,0.24199057
1112,1112,0.35336632
1113,1113,0.08365178
1114,1114,0.2802259
1115,1115,0.38806272
1116,1116,0.47936237
1117,1117,0.18623668
1118,1118,0.39011735
1119,1119,0.32291013
1120,1120,0.30657429
1121,1121,0.047609508
1122,1122,0.5007198
1123,1123,0.57317185
1124,1124,0.13373923
1125,1125,0.7567246
1126,1126,0.3666799
1127,1127,0.83460087
1128,1128,0.4380385
1129,1129,0.25811458
1130,1130,0.18437877
1131,1131,0.83511275
1132,1132,0.83511275
1133,1133,0.34072003
1134,1134,0.3536167
1135,1135,0.28999743
1136,1136,0.16839841
1137,1137,0.43096846
1138,1138,0.15073094
1139,1139,0.45553297
1140,1140,0.6583783
1141,1141,0.3277163
1142,1142,0.83198833
1143,1143,0.83511275
1144,1144,0.6120712
1145,1145,0.5730306
1146,1146,0.5740859
1147,1147,0.07703349
1148,1148,0.2988351
1149,1149,0.15846658
1150,1150,0.2762255
1151,1151,0.23117793
1152,1152,0.3331601
1153,1153,0.08615452
1154,1154,0.7574694
1155,1155,0.52018803
1156,1156,0.36201054
1157,1157,0.78402764
1158,1158,0.5266792
1159,1159,0.20395425
1160,1160,0.83511275
1161,1161,0.3683795
1162,1162,0.6085916
1163,1163,0.070952624
1164,1164,0.33922082
1165,1165,0.450757
1166,1166,0.83511275
1167,1167,0.24508089
1168,1168,0.15234026
1169,1169,0.34138712
1170,1170,0.38466978
1171,1171,0.4776116
1172,1172,0.24934924
1173,1173,0.36183172
1174,1174,0.17174563
1175,1175,0.387097
1176,1176,0.83511275
1177,1177,0.35170287
1178,1178,0.03842014
1179,1179,0.8212253
1180,1180,0.7863467
1181,1181,0.18827558
1182,1182,0.40663108
1183,1183,0.571208
1184,1184,0.46259606
1185,1185,0.65165925
1186,1186,0.39138684
1187,1187,0.8345124
1188,1188,0.32691532
1189,1189,0.0418227
1190,1190,0.83511275
1191,1191,0.20870587
1192,1192,0.7993956
1193,1193,0.10763675
1194,1194,0.63342744
1195,1195,0.11547181
1196,1196,0.15522063
1197,1197,0.23181435
1198,1198,0.3760743
1199,1199,0.40920112
1200,1200,0.27264112
1201,1201,0.15239084
1202,1202,0.09201786
1203,1203,0.11478454
1204,1204,0.5978656
1205,1205,0.19789529
1206,1206,0.50992054
1207,1207,0.47110724
1208,1208,0.56415194
1209,1209,0.3610167
1210,1210,0.20494929
1211,1211,0.31043983
1212,1212,0.120260626
1213,1213,0.0513376
1214,1214,0.75480044
1215,1215,0.39044586
1216,1216,0.66668457
1217,1217,0.1139676
1218,1218,0.2530598
1219,1219,0.18978769
1220,1220,0.23001665
1221,1221,0.22321439
1222,1222,0.3175373
1223,1223,0.07658145
1224,1224,0.59855074
1225,1225,0.28332308
1226,1226,0.066376716
1227,1227,0.5166078
1228,1228,0.25420964
1229,1229,0.2290186
1230,1230,0.19298765
1231,1231,0.8275925
1232,1232,0.29289687
1233,1233,0.7456609
1234,1234,0.83511275
1235,1235,0.10632464
1236,1236,0.61814547
1237,1237,0.83511275
1238,1238,0.4631806
1239,1239,0.30588388
1240,1240,0.14419186
1241,1241,0.5215965
1242,1242,0.36645687
1243,1243,0.3389408
1244,1244,0.34356767
1245,1245,0.7930765
1246,1246,0.6624805
1247,1247,0.09663716
1248,1248,0.7306883
1249,1249,0.19378945
1250,1250,0.7057445
1251,1251,0.30176866
1252,1252,0.073142946
1253,1253,0.54700553
1254,1254,0.49233782
1255,1255,0.7432241
1256,1256,0.23187292
1257,1257,0.5192346
1258,1258,0.35018742
1259,1259,0.38882813
1260,1260,0.5641985
1261,1261,0.39406082
1262,1262,0.55947286
1263,1263,0.057429224
1264,1264,0.1423201
1265,1265,0.7207415
1266,1266,0.12326649
1267,1267,0.37190077
1268,1268,0.16061702
1269,1269,0.25967085
1270,1270,0.0915249
1271,1271,0.801694
1272,1272,0.29638582
1273,1273,0.247949
1274,1274,0.83511275
1275,1275,0.26700377
1276,1276,0.40032056
1277,1277,0.83511275
1278,1278,0.65627784
1279,1279,0.20947212
1280,1280,0.83511275
1281,1281,0.050181687
1282,1282,0.47930282
1283,1283,0.34069854
1284,1284,0.11101517
1285,1285,0.056714535
1286,1286,0.0508056
1287,1287,0.51113063
1288,1288,0.28357047
1289,1289,0.5341452
1290,1290,0.31226522
1291,1291,0.60761726
1292,1292,0.28762865
1293,1293,0.83511275
1294,1294,0.0885151
1295,1295,0.18257123
1296,1296,0.22542784
1297,1297,0.83511275
1298,1298,0.06815994
1299,1299,0.570384
1300,1300,0.10791704
1301,1301,0.35841796
1302,1302,0.83119106
1303,1303,0.5226541
1304,1304,0.14431274
1305,1305,0.094620645
1306,1306,0.40739554
1307,1307,0.15261468
1308,1308,0.49042666
1309,1309,0.3214453
1310,1310,0.14049381
1311,1311,0.12809065
1312,1312,0.26424152
1313,1313,0.7132449
1314,1314,0.153649
1315,1315,0.084255815
1316,1316,0.83511275
1317,1317,0.42417884
1318,1318,0.23226747
1319,1319,0.3230512
1320,1320,0.08800143
1321,1321,0.5338465
1322,1322,0.32042456
1323,1323,0.7643014
1324,1324,0.13388044
1325,1325,0.29455256
1326,1326,0.29012185
1327,1327,0.26911667
1328,1328,0.09560317
1329,1329,0.10852268
1330,1330,0.6910737
1331,1331,0.13582504
1332,1332,0.13616642
1333,1333,0.3658378
1334,1334,0.39219922
