Id,Probability
498,0.15542176
499,0.5376249
500,0.1617735
501,0.22959363
502,0.14278993
503,0.17350852
504,0.48867178
505,0.09553298
506,0.61865586
507,0.36830032
508,0.07674813
509,0.06636998
510,0.13443768
511,0.2669515
512,0.64086354
513,0.16057843
514,0.08621737
515,0.1486753
516,0.7782511
517,0.1930007
518,0.06169322
519,0.090111434
520,0.1657112
521,0.04771161
522,0.111985564
523,0.17461717
524,0.30523258
525,0.25037614
526,0.7131809
527,0.3027472
528,0.2099041
529,0.5937797
530,0.2634964
531,0.0726344
532,0.025183141
533,0.21659675
534,0.15361205
535,0.13898101
536,0.073183835
537,0.14856803
538,0.4018257
539,0.0950087
540,0.062207878
541,0.23360285
542,0.23035568
543,0.13016716
544,0.43487
545,0.30661154
546,0.10906324
547,0.33663857
548,0.08180967
549,0.03767824
550,0.5116562
551,0.56051075
552,0.55455184
553,0.114934415
554,0.089692205
555,0.34103733
556,0.3312438
557,0.1832096
558,0.21249786
559,0.4905749
560,0.10879654
561,0.06962004
562,0.14627308
563,0.28580007
564,0.07264662
565,0.19335327
566,0.10464838
567,0.0900785
568,0.11919263
569,0.90688986
570,0.09418172
571,0.63736284
572,0.19686621
573,0.3296995
574,0.56834495
575,0.35024577
576,0.09414959
577,0.13757607
578,0.10443547
579,0.3944069
580,0.14043406
581,0.13530442
582,0.23441821
583,0.07696283
584,0.1777131
585,0.25469726
586,0.059079587
587,0.16576108
588,0.18976143
589,0.18304539
590,0.21296468
591,0.3954414
592,0.1754775
593,0.15022415
594,0.09270057
595,0.60036623
596,0.23940659
597,0.21576163
598,0.20650664
599,0.25905094
600,0.0955506
601,0.11483404
602,0.36207843
603,0.15365341
604,0.1593515
605,0.31950447
606,0.13089424
607,0.6174956
608,0.05860457
609,0.83151436
610,0.11000618
611,0.17432988
612,0.07882926
613,0.075330615
614,0.26440316
615,0.18830922
616,0.045229644
617,0.5134014
618,0.14006788
619,0.18764696
620,0.18654087
621,0.09184486
622,0.33955848
623,0.17159563
624,0.06591761
625,0.17721555
626,0.81961864
627,0.5384565
628,0.287597
629,0.15395176
630,0.38544968
631,0.05578521
632,0.38972384
633,0.06271207
634,0.19828233
635,0.30723122
636,0.031124383
637,0.12453845
638,0.0637511
639,0.496896
640,0.07278758
641,0.15969792
642,0.8695892
643,0.6659877
644,0.87467766
645,0.2409859
646,0.7795157
647,0.16904634
648,0.23932171
649,0.065478176
650,0.07135332
651,0.72483826
652,0.1385144
653,0.38846615
654,0.82690084
655,0.26705247
656,0.14054766
657,0.09144032
658,0.09491283
659,0.2912382
660,0.6038989
661,0.1531679
662,0.7922852
663,0.3402016
664,0.7088109
665,0.8951802
666,0.05355373
667,0.18234128
668,0.14570305
669,0.8445384
670,0.1291559
671,0.15958291
672,0.15234938
673,0.09265381
674,0.080800295
675,0.81425154
676,0.3816727
677,0.07955012
678,0.12947708
679,0.33232498
680,0.7963229
681,0.435222
682,0.14942789
683,0.14569157
684,0.21125498
685,0.523676
686,0.04443112
687,0.06477499
688,0.03657767
689,0.36388588
690,0.13387138
691,0.20734385
692,0.8434546
693,0.12293443
694,0.16965851
695,0.08633295
696,0.18048924
697,0.018723696
698,0.19464526
699,0.75214386
700,0.08107889
701,0.064163506
702,0.49209753
703,0.6074718
704,0.89213645
705,0.2598933
706,0.123114556
707,0.2841817
708,0.07202205
709,0.2702592
710,0.17689952
711,0.3608644
712,0.37347126
713,0.24173704
714,0.10462329
715,0.091139615
716,0.7874654
717,0.20150712
718,0.30467996
719,0.08117232
720,0.059019238
721,0.13237926
722,0.24837711
723,0.26310885
724,0.1835514
725,0.68704104
726,0.19335228
727,0.24852225
728,0.15852407
729,0.19407198
730,0.81016624
731,0.24860704
732,0.13932061
733,0.037225068
734,0.20055804
735,0.6019833
736,0.115853935
737,0.41731626
738,0.6009151
739,0.15816969
740,0.08000544
741,0.18245623
742,0.13929754
743,0.15898138
744,0.22272691
745,0.13138855
746,0.19140223
747,0.119099975
748,0.20121053
749,0.15467075
750,0.12496272
751,0.4978914
752,0.10222691
753,0.06029898
754,0.06284112
755,0.5379857
756,0.12263712
757,0.09120467
758,0.13965228
759,0.10592893
760,0.23007038
761,0.07716867
762,0.2125012
763,0.36323977
764,0.073658526
765,0.47439313
766,0.15332401
767,0.08685991
768,0.12893677
769,0.07693654
770,0.37727982
771,0.050737172
772,0.4915867
773,0.48691642
774,0.13296229
775,0.612258
776,0.21325892
777,0.46764228
778,0.18504998
779,0.08619061
780,0.7984072
781,0.42964336
782,0.20380121
783,0.225707
784,0.25401363
785,0.23567605
786,0.20624173
787,0.29659694
788,0.25360733
789,0.57663953
790,0.80577147
791,0.2864206
792,0.8280549
793,0.8048491
794,0.24265659
795,0.7681688
796,0.045765877
797,0.18412587
798,0.15746197
799,0.71143013
800,0.33244383
801,0.16886279
802,0.1330016
803,0.19101316
804,0.19019231
805,0.8905465
806,0.08066949
807,0.0626007
808,0.25036526
809,0.36561805
810,0.19971296
811,0.48597273
812,0.108790666
813,0.3041666
814,0.2147296
815,0.5537327
816,0.31288126
817,0.051177353
818,0.13431612
819,0.101578265
820,0.19383207
821,0.24838111
822,0.74496543
823,0.08027625
824,0.25034258
825,0.21610793
826,0.08316901
827,0.077199996
828,0.0966014
829,0.26834023
830,0.25768954
831,0.777637
832,0.17629662
833,0.6972113
834,0.16972047
835,0.19106385
836,0.2522328
837,0.44813442
838,0.17055425
839,0.42274106
840,0.8949252
841,0.28733212
842,0.6592393
843,0.3084455
844,0.2816481
845,0.93070394
846,0.8522968
847,0.16451746
848,0.13499668
849,0.47726643
850,0.32309195
851,0.04481718
852,0.056657255
853,0.18168953
854,0.34867918
855,0.0315226
856,0.12909323
857,0.41844994
858,0.2551396
859,0.07078609
860,0.3198347
861,0.7850459
862,0.071947426
863,0.13837239
864,0.07167745
865,0.108676344
866,0.07267776
867,0.07541308
868,0.20348796
869,0.31878603
870,0.04118952
871,0.12994853
872,0.27519053
873,0.079171985
874,0.034484535
875,0.04447353
876,0.4599772
877,0.13499632
878,0.26634747
879,0.066913456
880,0.2643041
881,0.17534322
882,0.17979997
883,0.66557944
884,0.19298658
885,0.029466778
886,0.24514204
887,0.5996532
888,0.8362347
889,0.08639854
890,0.21500689
891,0.09695193
892,0.17090678
893,0.9308909
894,0.90985775
895,0.10408303
896,0.16630918
897,0.10990968
898,0.05361858
899,0.32996035
900,0.05361238
901,0.2296283
902,0.24493957
903,0.18047124
904,0.088644564
905,0.08643946
906,0.40302113
907,0.5281276
908,0.4706044
909,0.48931554
910,0.0705764
911,0.335757
912,0.35690552
913,0.057550848
914,0.18390983
915,0.26047042
916,0.1926901
917,0.17083108
918,0.08217144
919,0.083679944
920,0.050335616
921,0.16391215
922,0.29611713
923,0.4281649
924,0.20929843
925,0.14924628
926,0.42245904
927,0.17248508
928,0.15325493
929,0.18370959
930,0.7539817
931,0.9325582
932,0.26974136
933,0.16973239
934,0.43544307
935,0.13108245
936,0.040516704
937,0.08487669
938,0.19341564
939,0.45621505
940,0.024516195
941,0.16760829
942,0.047941864
943,0.42952508
944,0.68660235
945,0.21485257
946,0.13727108
947,0.2328648
948,0.2143445
949,0.2407994
950,0.13193613
951,0.04838863
952,0.36667472
953,0.18521383
954,0.08617288
955,0.12440881
956,0.35274184
957,0.19616812
958,0.16499567
959,0.1129618
960,0.060215265
961,0.13836187
962,0.10219732
963,0.08824104
964,0.2467663
965,0.25539958
966,0.37479568
967,0.32085827
968,0.11854857
969,0.4451628
970,0.7460232
971,0.13856485
972,0.82079387
973,0.28768843
974,0.33914042
975,0.09579563
976,0.6982539
977,0.27906775
978,0.0695419
979,0.3150394
980,0.900126
981,0.047275543
982,0.0696601
983,0.08835104
984,0.07930431
985,0.3511464
986,0.73294854
987,0.0794636
988,0.25805488
989,0.20006287
990,0.21124735
991,0.15145853
992,0.07382935
993,0.09616014
994,0.29043353
995,0.048827708
996,0.86000013
997,0.107142985
998,0.39296252
999,0.11652568
1000,0.10809934
1001,0.040528625
1002,0.19776583
1003,0.2996199
1004,0.13092408
1005,0.17855781
1006,0.41096342
1007,0.35930115
1008,0.120153695
1009,0.35186112
1010,0.12646696
1011,0.21348694
1012,0.2313194
1013,0.20927155
1014,0.19488588
1015,0.1268323
1016,0.30112827
1017,0.027691424
1018,0.78412634
1019,0.20347106
1020,0.04555759
1021,0.20417681
1022,0.6634197
1023,0.29866093
1024,0.56640136
1025,0.31523103
1026,0.09596267
1027,0.25919768
1028,0.20605016
1029,0.052302152
1030,0.19936559
1031,0.11911619
1032,0.6360211
1033,0.09542593
1034,0.053038955
1035,0.088968664
1036,0.2546602
1037,0.18845978
1038,0.14788842
1039,0.13238281
1040,0.062025636
1041,0.4665054
1042,0.55719924
1043,0.17065892
1044,0.3641678
1045,0.4542113
1046,0.18579593
1047,0.1714845
1048,0.0770846
1049,0.41794813
1050,0.1717205
1051,0.15387389
1052,0.17429349
1053,0.49553293
1054,0.0895119
1055,0.33625942
1056,0.05898577
1057,0.08028811
1058,0.16937879
1059,0.35787934
1060,0.37369305
1061,0.5868381
1062,0.0892075
1063,0.107510746
1064,0.1953598
1065,0.3247644
1066,0.25408882
1067,0.10976556
1068,0.07721105
1069,0.16090825
1070,0.13157299
1071,0.24032453
1072,0.2343004
1073,0.84899354
1074,0.18724078
1075,0.11250171
1076,0.46172068
1077,0.1105212
1078,0.1578564
1079,0.3838153
1080,0.16055682
1081,0.0784497
1082,0.73312265
1083,0.1559889
1084,0.26934934
1085,0.1273464
1086,0.08450848
1087,0.08768889
1088,0.38450703
1089,0.77793336
1090,0.08387041
1091,0.12560087
1092,0.1275711
1093,0.3102218
1094,0.20026901
1095,0.28526056
1096,0.13932443
1097,0.15318534
1098,0.1539774
1099,0.47438985
1100,0.06633839
1101,0.19822687
1102,0.1456599
1103,0.42583963
1104,0.06852022
1105,0.4814273
1106,0.3278649
1107,0.2050631
1108,0.43915084
1109,0.36760393
1110,0.18767372
1111,0.14417043
1112,0.14849848
1113,0.16090614
1114,0.11081296
1115,0.2204487
1116,0.1413112
1117,0.3495835
1118,0.76334405
1119,0.32972056
1120,0.34862357
1121,0.28193834
1122,0.08593789
1123,0.2843086
1124,0.23030564
1125,0.120860964
1126,0.18402153
1127,0.1494231
1128,0.7006248
1129,0.1777719
1130,0.20541745
1131,0.15036288
1132,0.89285934
1133,0.99642867
1134,0.30757734
1135,0.6223053
1136,0.12502575
1137,0.096812904
1138,0.18794146
1139,0.09960106
1140,0.24039471
1141,0.17232227
1142,0.27878147
1143,0.38094655
1144,0.8305223
1145,0.37885946
1146,0.4812988
1147,0.4282738
1148,0.049530715
1149,0.39707184
1150,0.12086773
1151,0.15563741
1152,0.10719249
1153,0.198109
1154,0.10386518
1155,0.35887185
1156,0.23051581
1157,0.85160685
1158,0.87910527
1159,0.53202814
1160,0.12530822
1161,0.71204937
1162,0.28916317
1163,0.22533852
1164,0.07195303
1165,0.6636317
1166,0.29429054
1167,0.89262855
1168,0.08409926
1169,0.11543584
1170,0.2338844
1171,0.92433286
1172,0.2027339
1173,0.1130133
1174,0.226549
1175,0.18678299
1176,0.7977315
1177,0.89238995
1178,0.71860063
1179,0.09828183
1180,0.37448525
1181,0.8673335
1182,0.22290877
1183,0.2537975
1184,0.74585336
1185,0.24512762
1186,0.5039221
1187,0.30703157
1188,0.95160156
1189,0.21124578
1190,0.054778546
1191,0.8950183
1192,0.07956824
1193,0.79376614
1194,0.07963547
1195,0.2869977
1196,0.06312153
1197,0.091564626
1198,0.17122129
1199,0.22324473
1200,0.14337406
1201,0.0978238
1202,0.094031364
1203,0.077593505
1204,0.07547572
1205,0.27423596
1206,0.09813839
1207,0.8810911
1208,0.20439929
1209,0.21243063
1210,0.23938501
1211,0.16169655
1212,0.24991435
1213,0.06940627
1214,0.29145154
1215,0.9676353
1216,0.19688985
1217,0.5413717
1218,0.0672324
1219,0.5473103
1220,0.09090331
1221,0.12207204
1222,0.114779145
1223,0.70910305
1224,0.058712423
1225,0.4866634
1226,0.20520073
1227,0.06292793
1228,0.18310073
1229,0.92583156
1230,0.9793136
1231,0.14373857
1232,0.6800487
1233,0.17894152
1234,0.8929543
1235,0.8905807
1236,0.11274353
1237,0.26083016
1238,0.7858987
1239,0.31723964
1240,0.29183105
1241,0.06123352
1242,0.14765319
1243,0.14762029
1244,0.29272205
1245,0.26017857
1246,0.65563554
1247,0.3744259
1248,0.037199885
1249,0.4482573
1250,0.2692089
1251,0.72678596
1252,0.54442817
1253,0.11191809
1254,0.42506754
1255,0.25125903
1256,0.39567587
1257,0.12009218
1258,0.27449012
1259,0.122121036
1260,0.79417926
1261,0.3950333
1262,0.15121388
1263,0.33539164
1264,0.058707893
1265,0.057963967
1266,0.25557393
1267,0.05949405
1268,0.33309782
1269,0.06879091
1270,0.18680805
1271,0.049769044
1272,0.5623059
1273,0.5081108
1274,0.2156268
1275,0.7364749
1276,0.9081185
1277,0.16167012
1278,0.8448448
1279,0.48125657
1280,0.1344491
1281,0.7503755
1282,0.035975426
1283,0.2482745
1284,0.21725836
1285,0.06683555
1286,0.04106593
1287,0.07187399
1288,0.2582869
1289,0.162263
1290,0.21717805
1291,0.2454471
1292,0.36406595
1293,0.21746293
1294,0.9577074
1295,0.04206556
1296,0.07198459
1297,0.083758
1298,0.30941683
1299,0.06538099
1300,0.18461594
1301,0.0496794
1302,0.20123714
1303,0.67519057
1304,0.34927028
1305,0.104699224
1306,0.04085508
1307,0.20508304
1308,0.088278204
1309,0.29757395
1310,0.5907699
1311,0.07845384
1312,0.083575696
1313,0.2152277
1314,0.20740244
1315,0.09757751
1316,0.082229674
1317,0.8628967
1318,0.21777248
1319,0.16051835
1320,0.19063729
1321,0.04946521
1322,0.4252154
1323,0.2709777
1324,0.30715472
1325,0.12416953
1326,0.14801404
1327,0.14021987
1328,0.15253404
1329,0.621953
1330,0.07137987
1331,0.21713132
1332,0.06659198
1333,0.19749537
1334,0.2382307
1335,0.14160365
1336,0.36132428
1337,0.1705614
1338,0.48961434
1339,0.8778325
1340,0.2980973
1341,0.1598694
1342,0.050153136
1343,0.19121069
1344,0.35998878
1345,0.33366227
1346,0.2778793
1347,0.13898107
1348,0.31029332
1349,0.65433764
1350,0.21225584
1351,0.17784205
1352,0.37273479
1353,0.08310008
1354,0.32912472
1355,0.18839547
1356,0.11289537
1357,0.2444019
1358,0.085956514
1359,0.2833451
1360,0.05550453
1361,0.3426298
1362,0.071032435
1363,0.077275515
1364,0.112494856
1365,0.24837944
1366,0.08890572
1367,0.02562356
1368,0.63378435
1369,0.89688754
1370,0.07811043
1371,0.19624728
1372,0.20008293
1373,0.18770567
1374,0.5552231
1375,0.19268993
1376,0.16096678
1377,0.30806533
1378,0.10052338
1379,0.028226554
1380,0.044410408
1381,0.6851185
1382,0.5424288
1383,0.06529033
1384,0.13589233
1385,0.11664727
1386,0.105986565
1387,0.25616193
1388,0.7111626
1389,0.14917466
1390,0.08183676
1391,0.17696035
1392,0.13951257
1393,0.2128171
1394,0.42754528
1395,0.18330017
1396,0.23233962
1397,0.2136209
1398,0.14062491
1399,0.7000155
1400,0.51059973
1401,0.195874
1402,0.13071021
1403,0.12992254
1404,0.15486383
1405,0.17831832
1406,0.15455732
1407,0.6980134
1408,0.12741148
1409,0.19338214
1410,0.086037785
1411,0.1637635
1412,0.04295218
1413,0.16483632
1414,0.113847375
1415,0.1434182
1416,0.35573742
1417,0.23833957
1418,0.11740872
1419,0.89588654
1420,0.3158018
1421,0.04473427
1422,0.16502488
1423,0.046031952
1424,0.1220395
1425,0.06669092
1426,0.13395509
1427,0.24892843
1428,0.25103423
1429,0.2077735
1430,0.104108244
1431,0.25716412
1432,0.1429964
1433,0.17498481
1434,0.04617232
1435,0.14244652
1436,0.8434261
1437,0.30636117
1438,0.06581977
1439,0.22671989
1440,0.75751066
1441,0.13282016
1442,0.20387495
1443,0.042072922
1444,0.17244741
1445,0.10162592
1446,0.71163774
1447,0.23182303
1448,0.22165269
1449,0.044370204
1450,0.15431958
1451,0.48468718
1452,0.2175492
1453,0.18548414
1454,0.13815516
1455,0.23704398
1456,0.7030564
1457,0.19080088
1458,0.07813388
1459,0.16077322
1460,0.13635057
1461,0.18760869
1462,0.2225197
1463,0.58439183
1464,0.120797634
1465,0.1277346
1466,0.056280732
1467,0.21034485
1468,0.047706425
1469,0.7437453
1470,0.25225562
1471,0.7362517
1472,0.2949689
1473,0.21332341
1474,0.057917446
1475,0.8641219
1476,0.2809698
1477,0.15376797
1478,0.09737271
1479,0.38040286
1480,0.06924096
1481,0.13733801
1482,0.46171242
1483,0.04293391
1484,0.23728353
1485,0.83145916
1486,0.8234169
1487,0.21027642
1488,0.15499726
1489,0.16040215
1490,0.1807468
1491,0.29898185
1492,0.3580432
1493,0.100804746
1494,0.32408503
1495,0.42115784
1496,0.16649309
1497,0.16502422
1498,0.3420338
1499,0.21917886
1500,0.04719153
1501,0.37834865
1502,0.36599374
1503,0.24910378
1504,0.24238327
1505,0.08549154
1506,0.3960695
1507,0.18660963
1508,0.23588955
1509,0.4435176
1510,0.36530718
1511,0.06940642
1512,0.3336606
1513,0.18789831
1514,0.09614277
1515,0.11721173
1516,0.09826192
1517,0.6351336
1518,0.5782464
1519,0.31257433
1520,0.38486525
1521,0.16349038
1522,0.24610654
1523,0.09068167
1524,0.061047316
1525,0.3085932
1526,0.33068436
1527,0.33286646
1528,0.5453135
1529,0.024087667
1530,0.18045974
1531,0.14006317
1532,0.3237449
1533,0.1964567
1534,0.14891973
1535,0.100726455
1536,0.2790867
1537,0.6363317
1538,0.14833683
1539,0.098267555
1540,0.0527564
1541,0.18898505
1542,0.062006682
1543,0.30098164
1544,0.16059914
1545,0.05717978
1546,0.06376481
1547,0.24784371
1548,0.37736872
1549,0.34090272
1550,0.28673542
1551,0.17428747
1552,0.25700063
1553,0.19050467
1554,0.19686526
1555,0.9047632
1556,0.21427181
1557,0.12397233
1558,0.93530816
1559,0.2601924
1560,0.76120174
1561,0.14408371
1562,0.09490886
1563,0.18211412
1564,0.090702236
1565,0.16319424
1566,0.105255485
1567,0.034714103
1568,0.09481767
1569,0.26131642
1570,0.59619266
1571,0.18717173
1572,0.063424736
1573,0.3585388
1574,0.09842619
1575,0.3453301
1576,0.1311414
1577,0.073875576
1578,0.16452825
1579,0.1481365
1580,0.17406493
1581,0.050894886
1582,0.17389247
1583,0.046843678
1584,0.100417525
1585,0.15516114
1586,0.35876703
1587,0.39065614
1588,0.65727574
1589,0.1375899
1590,0.07098094
1591,0.1686664
1592,0.096267134
1593,0.062339008
1594,0.81101
1595,0.23515505
1596,0.1624107
1597,0.07027662
1598,0.23344702
1599,0.17006877
1600,0.06965992
1601,0.07093692
1602,0.078817755
1603,0.15959251
1604,0.15622696
1605,0.17450228
1606,0.22188756
1607,0.15858892
1608,0.30190548
1609,0.13771611
1610,0.12441075
1611,0.19388005
1612,0.31738418
1613,0.06686759
1614,0.6646551
1615,0.108175695
1616,0.8710635
1617,0.86796314
1618,0.14777869
1619,0.66597855
1620,0.8869229
1621,0.8439766
1622,0.12608099
1623,0.8912755
1624,0.09715468
1625,0.060143054
1626,0.08393094
1627,0.115306735
1628,0.12687159
1629,0.3776936
1630,0.07627615
1631,0.07105854
1632,0.899603
1633,0.46657988
1634,0.088569045
1635,0.120212644
1636,0.6271281
1637,0.08347106
1638,0.11907765
1639,0.09425679
1640,0.44031417
1641,0.07323724
1642,0.043536454
1643,0.24830785
1644,0.30980363
1645,0.10068536
1646,0.12524304
1647,0.8920207
1648,0.16985822
1649,0.39946973
1650,0.54875505
1651,0.9036069
1652,0.13197044
1653,0.13779765
1654,0.19829729
1655,0.09867719
1656,0.065232456
1657,0.06138304
1658,0.14793822
1659,0.27485353
1660,0.91721195
1661,0.19615915
1662,0.2428734
1663,0.0885908
1664,0.30046856
1665,0.17805144
1666,0.31452763
1667,0.17484668
1668,0.76455295
